QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
USPSRA.092408.R42DF1,Don't know/Refused,5,"(I'd like your opinion about some possible international concerns for the US (United States).) Do you think that...Iran's nuclear program is a major threat, a minor threat or not a threat to the well being of the United States?",,Asked of Form 1 half sample,9/24/08,"Princeton Survey Research Associates International, Abt SRBI","Pew Research Center for the People & the Press, Council on Foreign Relations",Pew Research Center for the People & the Press Political/Foreign Policy Poll,9/9/08,9/14/08,Y,national adult,2982,telephone,"2250 respondents were interviewed on a landline telephone, and 732 were interviewed on a cell phone, including 254 who had no landline telephone. "
USCBSNYT.092508C.R81,Threat requiring action now,10,"Thinking about Iran, which comes closer to your opinion?  Iran is a threat to the United States that requires military action now.  Iran is a threat that can be contained with diplomacy now.  Iran is not a threat to the United States at this time.",,,9/25/08,CBS News/New York Times,,CBS News/New York Times Poll,9/21/08,9/24/08,Y,national adult,936,telephone, 
USCBSNYT.092508C.R81,Threat that can be contained,61,"Thinking about Iran, which comes closer to your opinion?  Iran is a threat to the United States that requires military action now.  Iran is a threat that can be contained with diplomacy now.  Iran is not a threat to the United States at this time.",,,9/25/08,CBS News/New York Times,,CBS News/New York Times Poll,9/21/08,9/24/08,Y,national adult,936,telephone, 
USCBSNYT.092508C.R81,Not a threat at this time,20,"Thinking about Iran, which comes closer to your opinion?  Iran is a threat to the United States that requires military action now.  Iran is a threat that can be contained with diplomacy now.  Iran is not a threat to the United States at this time.",,,9/25/08,CBS News/New York Times,,CBS News/New York Times Poll,9/21/08,9/24/08,Y,national adult,936,telephone, 
USCBSNYT.092508C.R81,Don't know/No answer,9,"Thinking about Iran, which comes closer to your opinion?  Iran is a threat to the United States that requires military action now.  Iran is a threat that can be contained with diplomacy now.  Iran is not a threat to the United States at this time.",,,9/25/08,CBS News/New York Times,,CBS News/New York Times Poll,9/21/08,9/24/08,Y,national adult,936,telephone, 
USHARRIS.09COMM100.R0825A,Extreme threat,48,"I am going to read you a list of countries.  For each country, please tell me if you think it will be an extreme threat, somewhat of a threat, not much of a threat, or no threat to the US (United States) in ten years....Iran",,,4/20/09,Harris Interactive,Committee of 100,Attitudes Toward Chinese Americans & Asian Americans Survey,1/5/09,1/30/09,Y,national adult,1221,telephone,There was a parallel survey of 206 self-described Chinese Americans. 
USHARRIS.09COMM100.R0825A,Somewhat of a threat,37,"I am going to read you a list of countries.  For each country, please tell me if you think it will be an extreme threat, somewhat of a threat, not much of a threat, or no threat to the US (United States) in ten years....Iran",,,4/20/09,Harris Interactive,Committee of 100,Attitudes Toward Chinese Americans & Asian Americans Survey,1/5/09,1/30/09,Y,national adult,1221,telephone,There was a parallel survey of 206 self-described Chinese Americans. 
USHARRIS.09COMM100.R0825A,Not much of a threat,4,"I am going to read you a list of countries.  For each country, please tell me if you think it will be an extreme threat, somewhat of a threat, not much of a threat, or no threat to the US (United States) in ten years....Iran",,,4/20/09,Harris Interactive,Committee of 100,Attitudes Toward Chinese Americans & Asian Americans Survey,1/5/09,1/30/09,Y,national adult,1221,telephone,There was a parallel survey of 206 self-described Chinese Americans. 
USHARRIS.09COMM100.R0825A,No threat,8,"I am going to read you a list of countries.  For each country, please tell me if you think it will be an extreme threat, somewhat of a threat, not much of a threat, or no threat to the US (United States) in ten years....Iran",,,4/20/09,Harris Interactive,Committee of 100,Attitudes Toward Chinese Americans & Asian Americans Survey,1/5/09,1/30/09,Y,national adult,1221,telephone,There was a parallel survey of 206 self-described Chinese Americans. 
USHARRIS.09COMM100.R0825A,Not sure/Refused,2,"I am going to read you a list of countries.  For each country, please tell me if you think it will be an extreme threat, somewhat of a threat, not much of a threat, or no threat to the US (United States) in ten years....Iran",,,4/20/09,Harris Interactive,Committee of 100,Attitudes Toward Chinese Americans & Asian Americans Survey,1/5/09,1/30/09,Y,national adult,1221,telephone,There was a parallel survey of 206 self-described Chinese Americans. 
USPSRA.011309.R33DF2,Major threat,65,"(I'd like your opinion about some possible international concerns for the US (United States).) Do you think that...Iran's nuclear program is a major threat, a minor threat or not a threat to the well being of the United States?",,,1/13/09,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,1/7/09,1/11/09,Y,national adult,1503,telephone,"1128 respondents were interviewed on a landline telephone, and 375 were interviewed on a cell phone including 112 who had no landline telephone. "
USPSRA.011309.R33DF2,Minor threat,23,"(I'd like your opinion about some possible international concerns for the US (United States).) Do you think that...Iran's nuclear program is a major threat, a minor threat or not a threat to the well being of the United States?",,,1/13/09,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,1/7/09,1/11/09,Y,national adult,1503,telephone,"1128 respondents were interviewed on a landline telephone, and 375 were interviewed on a cell phone including 112 who had no landline telephone. "
USPSRA.011309.R33DF2,Not a threat,6,"(I'd like your opinion about some possible international concerns for the US (United States).) Do you think that...Iran's nuclear program is a major threat, a minor threat or not a threat to the well being of the United States?",,,1/13/09,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,1/7/09,1/11/09,Y,national adult,1503,telephone,"1128 respondents were interviewed on a landline telephone, and 375 were interviewed on a cell phone including 112 who had no landline telephone. "
USPSRA.011309.R33DF2,Don't know/Refused,6,"(I'd like your opinion about some possible international concerns for the US (United States).) Do you think that...Iran's nuclear program is a major threat, a minor threat or not a threat to the well being of the United States?",,,1/13/09,Princeton Survey Research Associates International,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press Political Survey,1/7/09,1/11/09,Y,national adult,1503,telephone,"1128 respondents were interviewed on a landline telephone, and 375 were interviewed on a cell phone including 112 who had no landline telephone. "
USCBSNYT.022309A.R67,Requires action now,13,"Thinking about Iran, which comes closer to your opinion--Iran is a threat to the United States that requires military action now, Iran is a threat that can be contained with diplomacy now, or Iran is not a threat to the United States at this time?",,,2/23/09,CBS News/New York Times,,CBS News/New York Times Poll,2/18/09,2/22/09,Y,national adult,1112,telephone,The interviews were conducted by land-line and cell phones. 
USCBSNYT.022309A.R67,Can be contained,58,"Thinking about Iran, which comes closer to your opinion--Iran is a threat to the United States that requires military action now, Iran is a threat that can be contained with diplomacy now, or Iran is not a threat to the United States at this time?",,,2/23/09,CBS News/New York Times,,CBS News/New York Times Poll,2/18/09,2/22/09,Y,national adult,1112,telephone,The interviews were conducted by land-line and cell phones. 
USCBSNYT.022309A.R67,Not a threat now,19,"Thinking about Iran, which comes closer to your opinion--Iran is a threat to the United States that requires military action now, Iran is a threat that can be contained with diplomacy now, or Iran is not a threat to the United States at this time?",,,2/23/09,CBS News/New York Times,,CBS News/New York Times Poll,2/18/09,2/22/09,Y,national adult,1112,telephone,The interviews were conducted by land-line and cell phones. 
USCBSNYT.022309A.R67,Don't know/No answer,10,"Thinking about Iran, which comes closer to your opinion--Iran is a threat to the United States that requires military action now, Iran is a threat that can be contained with diplomacy now, or Iran is not a threat to the United States at this time?",,,2/23/09,CBS News/New York Times,,CBS News/New York Times Poll,2/18/09,2/22/09,Y,national adult,1112,telephone,The interviews were conducted by land-line and cell phones. 
